id,context,question,answer0,answer1,answer2,answer3,label
34R3P23QHSZA0VAIA9BSVUGY5IPHW7##3LBXNTKX0STZW9VJC5PO9GS58AD9XY##A1OPGPTQJ48XOY##Blog_246255##q2_a1##3LB1BGHFL4AJOYVK92M5M8SAKTBYTI,"Apparently my friend C - in town for a test - reads my public posts on here . Funny , because I keep much of what I write under a friend lock . Oh well .",Why do you keep your posts under a friend lock ?,I only want my close friends to read my posts,None of the above choices .,I like my posts to be public for anyone to read,I want my posts to be read by anyone,0
3XQ4XW3ODBQS8DPYRHAK3ZVJ16P2SN##3SNLUL3WO72HBW14GUTRMG85HF0ULL##AJ7NSZOAFP05U##Blog_1082302##q1_a1##3IKMEYR0LY9UKUCQM81ICD49M3A2KO,"The Tortoise Walk . This was so cool ! They let out the tortoise for a walk . Visitors were allowed to touch it , except for the head .",What happened at the Tortoise walk ?,"The cool tortoise walked briefly , but went back to its pen .","Many people put on tortoise attire and walked slowly , but there was no actual tortoise .",We watched a tortoise walk around in a pen and we were n't allowed to touch it at all .,The cool animal walked around and people got to pet it .,3
3I01FDIL6M67CZ79AT3VG2LB9XI2DA##3VFJCI1K40XUENWFHCP6CFS4D3XGR6##A2LTOS0AZ3B28A##Blog_414488##q1_a2##3GONHBMNHXCFGTF5WRNCE16KWOOZMW,"I 'll never see his little white nose twitch anymore , never kiss his head goodbye , never tickle his ears or scratch his butt or feel his tiny tongue on my fingers again . I did n't get to see him as often as I wanted , but coming home will never be the same without him there to greet me . When I go home in two weeks , we 'll bury Charlie in Mom 's garden next to my guinea pig 's departed mom . I miss him terribly .",Why are they describing how much they will miss their pet ?,None of the above choices .,They got to see him all the time but will miss him .,They want people to sympathize with them by telling them their Charlie dies .,They will have to bury Charlie their pet when they go home and they miss him terribly .,3
31HLTCK4BN9YFZE9KR0EGQ9RATOGVP##3180JW2OT7RUVRNPC896YP3XEVTJ5P##A1S1K7134S2VUC##Blog_738658##q1_a2##37G6BXQPLSZ8QDM1SXGGA0P7ICTEQV,It was so exhilarating ! We drive at 120 km / h per hour and it does nt feel like speeding at all ! Korea 's Hyundai Truck is very very good ! But i do nt think i 'll be able to drive here since the driver seat is on the left .,Why does this person not want to drive the Korean Hyundai truck ?,None of the above choices .,This person comes from a country with right hand drivers seats .,The Korean truck is filled with faults and is not exhilarating to drive .,120 km / h is far faster than anything this person has driven before .,1
3VADEH0UHCV96VRX9H9W7EF4L6KSP9##35GCEFQ6I6M2M26IWECZFO5UHXEZ3C##A1OPGPTQJ48XOY##Blog_1555415##q1_a1##3EKTG13IZWHVB4Y1HQW36MVMHFMML6,"I could n't make it stop , I had to spit it out every couple of seconds . I much rather prefer a simple cold , than "" eating "" mucus . Then , this past night , I went and did something that I hate , sniffing water through my nostrils . It hurts like shit for a good half hour , but in the end it gives my mucous membrane some much needed moisture , so that instead of the mucus running down my throat , it actually exits through the nose .",What would have happened had you not used the device to ' wash ' your mucous membrane ?,I would have not felt quite so uncomfortable,I would have taken medication instead,I would have continued to have the mucous exit down my throat,My nose and throat would not have hurt as much as it did,2
3OJX0UFJ0Z54TL3UHX8Z0PXD185U9W##3ZGVPD4G6UF7LJ4CBTIQX19SCZDTZG##AJ7NSZOAFP05U##Blog_379512##q1_a1##34D9ZRXCYT8HDGK24W3Z9HEHFURSAW,"I have many , many things to blog about , having switched jobs , cities , etc . etc . , but I ' m afraid I just wo n't get it all in one . So , light bites from here on in . I met an elderly woman from Alaska on the bus . She 'd lived in San Francisco for many years but was still in touch with friends .",What may have been your reason for not wanting to put everything in one blog ?,None of the above choices .,I was busy in Alaska .,I was busy with a ton of different things at the same time .,An elderly woman told me to not get it all in one .,2
39N6W9XWRDL0P4A754BYVRPD1QCGY6##3C8HJ7UOP8S38OES2WHEBNE0GC8ZMG##AO33H4GL9KZX9##Blog_1114758##q1_a1##3D1UCPY6GINZAB68HJIK5I0AXFW38T,"Nice things that have happened to me lately : -I have a class of 9th graders that I meet with 4 times a week , and I am developing a class crush on them because they are frustratingly boisterous but still pretty charming . The fourth class of the week is Friday afternoon , last class of the day . Every Friday , without exception , they spend the whole class whining and telling me to let them go home . Usually , about halfway through the class , I ca n't take it anymore and I let them go ( do n't think I ' m shockingly irresponsible .",What might contributing to me letting them go home early on Fridays ?,I am developing a class crush on them and want them to like me .,None of the above choices .,I am over the class crush on them and want them to fear me .,I am over the class crush on them but want them to like me .,0
3NZ1E5QA6ZZ6WZSCEGENJJ0NQMXB5D##35LDD5557B28JTF62VE4O8QNEW1MKB##A2KYOM2ZGYDJGT##Blog_1065798##q1_a1##3JTPR5MTZUQMJRVD4R3GAK7L6KM5KR,"We sang two lines each and sang the chorus together . Q. You ' ve performed in numerous large - scale concerts throughout your career , but is n't this your first time performing in front of 90,000 audience members and billions of TV viewers ? A. I performed in front of 40,000 audience members during my Beijing concert .","Why did the singer perform in front of 40,000 audience members ?",Because they sang the chorus together .,None of the above choices .,Because they performed in front of billions of TV viewers .,Because they are a popular and talented singer .,3
30QQTY5GMKI0F2F120AFMT676FZ7U9##3B2X28YI3XD51NQK92UU09AB1IB6BV##AO33H4GL9KZX9##Blog_267146##q1_a1##3MWOYZD5WX29Z7MY6JRVBIOGHC0ONS,"I ' m sure that my lack of sleep is what 's helping my cold progress . I have n't gotten any worse over the week , but I also have n't gotten any better . I ' m tellin ' ya , I ' m just allergic to school . I was sick for about the last 2 weeks of school at the end of sophomore year , and during the summer I was fine , and now we 're back for junior year and I ' m sick again .",What might I do for the sleep problem I 'm having ?,I might find some time in the weekend to get more sleep so I can get over my cold .,I might find some time in the weekdays to get more sleep so I can get over my cold .,I might find some time in the weekend to get less sleep so my cold gets worse .,I might find some time in the weekend to get more sleep so my cold gets worse .,0
37AQKJ12TZ2N7CWQZWZ6ER0V5P7TTY##3WMOAN2SREC7CBTPXXJBVUED4JFVNR##A2KYOM2ZGYDJGT##Blog_261573##q1_a1##338431Z1FNTUE5EQZQ8CK2TQIAMORF,We are in the process of building a home and I am wanting to place some in - wall ( L and R ) and in - celing ( Surround ) speakers . We have a 40 in flat screen TVC that will be mounted on the fireplace . I am looking to place the L and R speakers on either side of the TV . I am looking for some advise because it seems like the space between the studs on either side of the TV is sorta small .,Why will they mount the 40 in flat screen TVC on the fireplace?x,Because they are in the process of building a home .,Because they want to place some surround speakers .,Because they are looking to place the L and R speakers .,Because they believe that 's a good place for it .,3
3XJOUITW8UPVL75RYUTBHO10SG9TQ5##3QXNC7EIPJTRZJP89T0H025UZQZ90L##A2KYOM2ZGYDJGT##Blog_1574339##q1_a1##3URJ6VVYUR1NDZCSOECZC9IGQOWO4A,"I love the close ups of Gracie against the Green wall they are just gorgeous ! Her friend Jennifer went around with them as they shot . Her brother Cooper is a great friend of Bryan 's ( hence why he did the senior shoot ) , and he is one of the best videographers on the planet . Here is a link to a video he took in Siberia Russia : Kamchatka , Russia Fishing Video The second set of photos are family photos we did for Jeff & Patty and their kids Brett , Ryan and his girlfriend Mandy and their parents .",Why did Cooper take a video in Kamchatka ?,Because the second set of photos are family photos,He believed he would find some interesting things to take a video of .,None of the above choices .,Because he is a great friend of Brian 's .,1
3FTID4TN8NCV5LNF0TKE0HITQUMYL4##3VBEN272MNELARVZGY1BUNL960SSG0##AGUF6B4Q9991D##Blog_148831##q1_a1##31HLTCK4BN9YFZE9KR0EGQ9SDBBVGW,"Megan really likes Van Morrison . She had some of his music playing last night when I got home . I made the observation that Van mentions "" Jelly Roll "" in all of his songs . "" Not ALL of his songs , "" she said .",What will happen after Megan corrects the narrator ?,She will fight him,She will storm out,She will turn off the music,She will give an example,3
3K2CEDRACBZ40S7Z61MU0FHVIQNTMF##3J88R45B2HWKOWBQTULLV6SKFRKXPY##A2KYOM2ZGYDJGT##Blog_1211622##q1_a1##3L1EFR8WWVJU4S5B66P06NKIKMTF9Z,"Please do not comment on his hideous haircut ! I took him yesterday to get his haircut , because he really was starting to look like a shaggy boy , but I think I prefer shaggy to dork . :-) I do n't know what she was thinking when she cut his bangs .",Why does the writer not know what the woman was thinking ?,Because she made a bad decision about the haircut for the writer 's son .,None of the above choices .,Because the writer prefers shaggy to dork .,Because the writer 's son was starting to look like a shaggy boy .,0
37Y5RYYI0P3EF4TOV8JD1R17N0TSXN##3U0SRXB7CE30OFD14G212Z11DCDRNC##A2KYOM2ZGYDJGT##Blog_958372##q1_a1##3XABXM4AJ3JRHCCAFUUGIQTL7DE8QH,"He can see him self being smiled upon and he can look himself pointing at him . He was just portrayed that he has been loved , he has been cared and he has been pampered . All good things must come to an end so was them !",Why can he see himself being smiled upon ?,None of the above choices .,He feels loved or blessed .,He can look himself pointing at him .,All good things must come to an end .,1
3AC6MFV69MWTOFEU5U7ZMWYOEJJHZW##3N8OEVH1FU5U4CK4X0XAFRKAVZOOOT##A2KYOM2ZGYDJGT##Blog_376376##q1_a1##307FVKVSYTTGSTKT7SVX1NWL01Y47G,"Join me in trying your hand at bread baking , any loaf will do . Ca n't you just smell that wonderful aroma ? I can hear the crackling of the loaf as its crust sets as I pull it out of the oven . Once when a maintenance worker was working outside my apartment window , I received a knock on the door . When I opened the door , the man was standing there , hat in hand , and he asked me what I was doing -- he had n't smelled anything like what was coming from my window since he was a child .",Why might someone try their hand at bread baking ?,None of the above choices .,It attracts men with hats to the front door .,They 'll want to pull something out of the oven .,It 's an enjoyable activity .,3
3SNR5F7R947V9FYIFPB71YYLRGREIZ##3J88R45B2JDZJLAXDRXLN4GTMAAPXA##AJ7NSZOAFP05U##Blog_965573##q1_a1##3SV8KD29L66KQ5F2BFAWZOEH83BZKG,"I went to the day care center to give lesson again today . Because when I went to there on last friday , there were only two children . So I tried to give same lesson again today . I thought anew that I liked a child .",What may have caused you to give the lesson again ?,There were n't enough students to listen to it .,None of the above choices .,I realized the children were n't listening to the lesson .,A child I liked there asked me to give the same lesson .,0
3PEG1BH7AEP9EIDFL3ITL8J5NWDKBW##37UQDCYH6YT3E12VXTQM7Z4EWVOV7J##A2KYOM2ZGYDJGT##Blog_468921##q1_a1##32ZCLEW0B1YV1H7E6LCI7BCPIN0PJV,"While I was describing the procedure for taking a quiz , I heard one of my students say , "" He 's strict . "" I was pleased by that comment , and by the relative silence experienced during the quiz . I have been described as "" nice "" by this and other students , and since nice is seen as a sign of weakness by my students , I ' m glad at least one was able to see me as strict . I have high expectations for my students , and if being strict helps prepare them for success in high school and beyond , so be it .",Why does the writer like being called strict ?,Because being strict will help his students prepare for success,Because he likes silence,Because he does n't like being nice,None of the above choices .,0
3T8DUCXY0N4PT8O5HSIPVTBBI909TG##3H8DHMCCWA95FZ9TP2F15I3T3IHDKQ##A2KYOM2ZGYDJGT##Blog_6514##q1_a1##39RRBHZ0AWFY6G9EAJO31XPXN9CVZ5,"This was a busy weekend . Right now , my body feels like it has walked a thousand miles , but I ' m sure it 's closer to ten or fifteen . On Saturday , we ventured into the Great Smokey Mountains National Park .",Why does the writer 's body feel like it 's walked a thousand miles ?,Because they are tired from doing a lot of walking,Because it was the weekend,None of the above choices .,Because they ventured into a park,0
